id,tenant_id,student_id,evaluator_id,evaluated_at,age_years,weight_kg,height_cm,wingspan_cm,waist_cm,hip_cm,imc,rce,sit_and_reach_cm,abdominal_reps,horizontal_jump_cm,medicine_ball_m,square_test_s,sprint_20m_s,run_6min_m,classifications,ai_diagnosis,notes,created_at,updated_at,ai_technical,ai_family,ai_goals,demo_data
a65002e1-c009-412c-aa3b-f5d8b80f1a02,07cc7290-5d3f-421b-a514-b21d6a683494,84b1b850-e533-41af-810a-037bcf50b1f7,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,11,38.40,141.80,143.80,57.10,,19.10,0.403,28.50,37,167.00,4.40,6.70,3.96,1120.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Muito Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Composição corporal dentro do esperado para idade. Boa progressão na flexibilidade e potência de membros inferiores.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
abe06ff5-1ced-4fb7-91d3-f0a53dcd87ef,07cc7290-5d3f-421b-a514-b21d6a683494,84b1b850-e533-41af-810a-037bcf50b1f7,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,11,39.60,142.60,144.60,56.70,,19.47,0.398,30.00,40,173.00,4.70,6.55,3.88,1180.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Excelente"", ""run6"": ""Bom"", ""mball"": ""Muito Bom"", ""sprint"": ""Muito Bom"", ""square"": ""Razoável""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
dd23affb-8187-4cba-923e-99cddd8f9a0d,07cc7290-5d3f-421b-a514-b21d6a683494,433d640c-52ed-4b1e-82cf-656ceb84eef9,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,11,40.00,145.00,143.00,58.50,,19.02,0.403,28.00,30,162.00,3.70,6.90,4.08,1070.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Composição corporal dentro do esperado para idade. Boa progressão na flexibilidade e potência de membros inferiores.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
994ba62b-ed61-453f-8e8b-e41357e7445f,07cc7290-5d3f-421b-a514-b21d6a683494,433d640c-52ed-4b1e-82cf-656ceb84eef9,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,11,41.20,145.80,143.80,58.10,,19.38,0.398,29.50,33,168.00,4.00,6.75,4.00,1130.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
ed5d7d8c-05be-442e-808a-fa02ccb18e33,07cc7290-5d3f-421b-a514-b21d6a683494,433d640c-52ed-4b1e-82cf-656ceb84eef9,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,11,42.40,146.60,144.60,57.70,,19.73,0.394,31.00,36,174.00,4.30,6.60,3.92,1190.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
62b0b74a-2302-4b59-9dce-c3c127dd7660,07cc7290-5d3f-421b-a514-b21d6a683494,4a6c031a-e212-4d18-9260-338b7a1736ea,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,12,42.30,148.00,147.00,61.00,,19.31,0.412,29.00,31,163.00,3.80,6.95,4.12,1080.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
41da1dd6-f692-4f87-9838-fde1ac63fd6b,07cc7290-5d3f-421b-a514-b21d6a683494,4a6c031a-e212-4d18-9260-338b7a1736ea,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,12,43.50,148.80,147.80,60.60,,19.65,0.407,30.50,34,169.00,4.10,6.80,4.04,1140.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Fraco""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
1326ff87-aa44-4b10-9259-de1dd7717a30,07cc7290-5d3f-421b-a514-b21d6a683494,4a6c031a-e212-4d18-9260-338b7a1736ea,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,12,44.70,149.60,148.60,60.20,,19.97,0.402,32.00,37,175.00,4.40,6.65,3.96,1200.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Bom"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Indicadores de saúde estáveis. Continuar reforço de treinos funcionais e mobilidade.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
c59540c7-5604-4623-a2db-663782b5a8e9,07cc7290-5d3f-421b-a514-b21d6a683494,6cdf3eab-870b-4f6b-8864-82b65e1fd3ad,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,12,47.60,153.00,153.00,62.00,,20.33,0.405,26.00,32,156.00,3.90,6.80,4.00,1090.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Muito Fraco""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
eb056f61-475a-403c-a181-a91d432b7898,07cc7290-5d3f-421b-a514-b21d6a683494,6cdf3eab-870b-4f6b-8864-82b65e1fd3ad,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,12,48.80,153.80,153.80,61.60,,20.63,0.401,27.50,35,162.00,4.20,6.65,3.92,1150.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Indicadores de saúde estáveis. Continuar reforço de treinos funcionais e mobilidade.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
8eec5146-2a94-42c4-a2af-02b959df6403,07cc7290-5d3f-421b-a514-b21d6a683494,6cdf3eab-870b-4f6b-8864-82b65e1fd3ad,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,12,50.00,154.60,154.60,61.20,,20.92,0.396,29.00,38,168.00,4.50,6.50,3.84,1210.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Boa adesão ao programa. Sugere-se ampliar volume de corrida contínua para melhorar VO2.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
8a831193-5b66-485f-9270-21ccb05b06d5,07cc7290-5d3f-421b-a514-b21d6a683494,a76695c8-db6c-471a-9674-d08ed4ac1473,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,13,52.90,160.00,161.00,66.00,,20.66,0.413,27.00,33,157.00,4.00,6.85,4.04,1100.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Fraco"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Indicadores de saúde estáveis. Continuar reforço de treinos funcionais e mobilidade.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
4d2c2da6-145d-45c6-8bc2-f8561f5b6751,07cc7290-5d3f-421b-a514-b21d6a683494,a76695c8-db6c-471a-9674-d08ed4ac1473,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,14,54.10,160.80,161.80,65.60,,20.92,0.408,28.50,36,163.00,4.30,6.70,3.96,1160.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Fraco""}",Boa adesão ao programa. Sugere-se ampliar volume de corrida contínua para melhorar VO2.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
3fc3c379-5d2d-4f7e-8335-2e3e1b2832c4,07cc7290-5d3f-421b-a514-b21d6a683494,a76695c8-db6c-471a-9674-d08ed4ac1473,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,14,55.30,161.60,162.60,65.20,,21.18,0.403,30.00,39,169.00,4.60,6.55,3.88,1220.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Atenção ao IMC: orientar família sobre hábitos alimentares e manter monitoramento trimestral.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
40d02153-3213-4c34-be65-e8b2cdee4441,07cc7290-5d3f-421b-a514-b21d6a683494,b3e0cca2-6925-4fb8-a3c0-ba772f785192,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,13,60.20,167.00,169.00,67.00,,21.59,0.401,28.00,34,158.00,4.10,6.90,4.08,1110.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Boa adesão ao programa. Sugere-se ampliar volume de corrida contínua para melhorar VO2.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
2e60bca3-059e-4a70-9e84-c2455bc35083,07cc7290-5d3f-421b-a514-b21d6a683494,b3e0cca2-6925-4fb8-a3c0-ba772f785192,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,14,61.40,167.80,169.80,66.60,,21.81,0.397,29.50,37,164.00,4.40,6.75,4.00,1170.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Bom"", ""jump"": ""Fraco"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Atenção ao IMC: orientar família sobre hábitos alimentares e manter monitoramento trimestral.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
bceadee8-bad2-469c-b0e3-efbe3564e1af,07cc7290-5d3f-421b-a514-b21d6a683494,b3e0cca2-6925-4fb8-a3c0-ba772f785192,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,14,62.60,168.60,170.60,66.20,,22.02,0.393,31.00,40,170.00,4.70,6.60,3.92,1230.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Razoável"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Evolução excelente em potência de membros superiores (medicine ball). Manter treino com cargas progressivas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
04f11616-2308-4cb4-ad72-45bb14209f4e,07cc7290-5d3f-421b-a514-b21d6a683494,ef901dd1-4420-4190-b193-3843523978aa,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,15,62.00,165.00,163.00,64.00,,22.77,0.388,29.00,30,159.00,3.70,6.95,4.12,1120.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Fraco"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Atenção ao IMC: orientar família sobre hábitos alimentares e manter monitoramento trimestral.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
d73d632c-bac6-4dae-b7e8-6be4f2a36bf5,07cc7290-5d3f-421b-a514-b21d6a683494,ef901dd1-4420-4190-b193-3843523978aa,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,16,63.20,165.80,163.80,63.60,,22.99,0.384,30.50,33,165.00,4.00,6.80,4.04,1180.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Bom"", ""run6"": ""Bom"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Evolução excelente em potência de membros superiores (medicine ball). Manter treino com cargas progressivas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
9f3c0b4f-d278-4863-bf03-420439ce5ca0,07cc7290-5d3f-421b-a514-b21d6a683494,ef901dd1-4420-4190-b193-3843523978aa,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,16,64.40,166.60,164.60,63.20,,23.20,0.379,32.00,36,171.00,4.30,6.65,3.96,1240.00,"{""imc"": ""Razoável"", ""rce"": ""Razoável"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Bom"", ""run6"": ""Bom"", ""mball"": ""Razoável"", ""sprint"": ""Bom"", ""square"": ""Fraco""}",Resultados em flexibilidade abaixo da meta — incluir rotina de alongamento ativo nas aulas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
17d03840-b334-4121-ad4d-26737b35b885,07cc7290-5d3f-421b-a514-b21d6a683494,f730b9e2-2e3e-4053-9c87-300dad90f6b3,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,16,62.30,174.00,173.00,65.00,,20.58,0.374,26.00,31,160.00,3.80,6.80,4.00,1040.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Fraco"", ""flex"": ""Razoável"", ""jump"": ""Muito Fraco"", ""run6"": ""Muito Fraco"", ""mball"": ""Muito Fraco"", ""sprint"": ""Muito Fraco"", ""square"": ""Muito Fraco""}",Evolução excelente em potência de membros superiores (medicine ball). Manter treino com cargas progressivas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
a409fbb7-7016-4480-89e7-4e93d2d65c9c,07cc7290-5d3f-421b-a514-b21d6a683494,f730b9e2-2e3e-4053-9c87-300dad90f6b3,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,17,63.50,174.80,173.80,64.60,,20.78,0.370,27.50,34,166.00,4.10,6.65,3.92,1100.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Fraco"", ""flex"": ""Razoável"", ""jump"": ""Muito Fraco"", ""run6"": ""Muito Fraco"", ""mball"": ""Muito Fraco"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Resultados em flexibilidade abaixo da meta — incluir rotina de alongamento ativo nas aulas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
87e76dbc-8fff-4286-9fea-984f850949a6,07cc7290-5d3f-421b-a514-b21d6a683494,f730b9e2-2e3e-4053-9c87-300dad90f6b3,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,17,64.70,175.60,174.60,64.20,,20.98,0.366,29.00,37,172.00,4.40,6.50,3.84,1160.00,"{""imc"": ""Excelente"", ""rce"": ""Razoável"", ""abdo"": ""Razoável"", ""flex"": ""Razoável"", ""jump"": ""Muito Fraco"", ""run6"": ""Fraco"", ""mball"": ""Fraco"", ""sprint"": ""Fraco"", ""square"": ""Muito Fraco""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
52377573-fea1-4127-b173-98664cbaa8ae,07cc7290-5d3f-421b-a514-b21d6a683494,8aba7c62-c14e-4f84-969d-8a6ad4a1ea31,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,11,35.60,142.00,142.00,58.50,,17.66,0.412,27.00,32,161.00,3.90,6.85,4.04,1050.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Resultados em flexibilidade abaixo da meta — incluir rotina de alongamento ativo nas aulas.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
a7f58394-5c89-42e0-b7b4-5e5c6a373b7f,07cc7290-5d3f-421b-a514-b21d6a683494,8aba7c62-c14e-4f84-969d-8a6ad4a1ea31,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,11,36.80,142.80,142.80,58.10,,18.05,0.407,28.50,35,167.00,4.20,6.70,3.96,1110.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
303f45a1-a8e0-4d5f-b811-352ffe134e97,07cc7290-5d3f-421b-a514-b21d6a683494,8aba7c62-c14e-4f84-969d-8a6ad4a1ea31,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,12,38.00,143.60,143.60,57.70,,18.43,0.402,30.00,38,173.00,4.50,6.55,3.88,1170.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Aluno demonstra evolução consistente em força e resistência cardiorrespiratória. Recomenda-se manter periodização atual.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
e492fdef-c017-456c-b52b-47b3e106ea87,07cc7290-5d3f-421b-a514-b21d6a683494,e0cde261-5316-4914-9d71-21fed431f571,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,10,34.90,140.00,141.00,58.00,,17.81,0.414,28.00,33,162.00,4.00,6.90,4.08,1060.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Perfil de baixo risco. Recomenda-se participação em modalidades coletivas para socialização.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
9084a853-9204-4f20-90d6-a8a665d827d9,07cc7290-5d3f-421b-a514-b21d6a683494,e0cde261-5316-4914-9d71-21fed431f571,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,10,36.10,140.80,141.80,57.60,,18.21,0.409,29.50,36,168.00,4.30,6.75,4.00,1120.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Aluno demonstra evolução consistente em força e resistência cardiorrespiratória. Recomenda-se manter periodização atual.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
2633a7d6-47c9-4185-ad63-5ee822856fa8,07cc7290-5d3f-421b-a514-b21d6a683494,e0cde261-5316-4914-9d71-21fed431f571,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,11,37.30,141.60,142.60,57.20,,18.60,0.404,31.00,39,174.00,4.60,6.60,3.92,1180.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Composição corporal dentro do esperado para idade. Boa progressão na flexibilidade e potência de membros inferiores.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
2b7c1c94-d2b6-4a50-82cb-e09f3a147939,07cc7290-5d3f-421b-a514-b21d6a683494,d26a60c8-3a8c-46ac-a0f1-f4ef5a4e06ec,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,12,42.20,149.00,151.00,62.00,,19.01,0.416,29.00,34,163.00,4.10,6.95,4.12,1070.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Aluno demonstra evolução consistente em força e resistência cardiorrespiratória. Recomenda-se manter periodização atual.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
2e644101-9307-4706-9f4c-2c6b45965893,07cc7290-5d3f-421b-a514-b21d6a683494,d26a60c8-3a8c-46ac-a0f1-f4ef5a4e06ec,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,12,43.40,149.80,151.80,61.60,,19.34,0.411,30.50,37,169.00,4.40,6.80,4.04,1130.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Razoável"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Fraco""}",Composição corporal dentro do esperado para idade. Boa progressão na flexibilidade e potência de membros inferiores.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
cf58d232-c33e-4ec7-a5f5-8f7bfef5fa37,07cc7290-5d3f-421b-a514-b21d6a683494,d26a60c8-3a8c-46ac-a0f1-f4ef5a4e06ec,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,13,44.60,150.60,152.60,61.20,,19.66,0.406,32.00,40,175.00,4.70,6.65,3.96,1190.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Muito Bom"", ""flex"": ""Razoável"", ""jump"": ""Muito Bom"", ""run6"": ""Bom"", ""mball"": ""Bom"", ""sprint"": ""Bom"", ""square"": ""Razoável""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
17cf243f-2362-4e73-8e2b-9e8404605ad9,07cc7290-5d3f-421b-a514-b21d6a683494,d7385ccb-541d-4a4a-accf-3228d9b63a6b,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,11,41.00,148.00,146.00,61.50,,18.72,0.416,26.00,30,156.00,3.70,6.80,4.00,1080.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Razoável"", ""flex"": ""Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Composição corporal dentro do esperado para idade. Boa progressão na flexibilidade e potência de membros inferiores.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
b2fc71b9-8654-4d6a-a7aa-e615bbad20b3,07cc7290-5d3f-421b-a514-b21d6a683494,d7385ccb-541d-4a4a-accf-3228d9b63a6b,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-01-19,11,42.20,148.80,146.80,61.10,,19.06,0.411,27.50,33,162.00,4.00,6.65,3.92,1140.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
bb210add-0f97-474a-ad7f-5de09ad9f13b,07cc7290-5d3f-421b-a514-b21d6a683494,d7385ccb-541d-4a4a-accf-3228d9b63a6b,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2026-05-19,12,43.40,149.60,147.60,60.70,,19.39,0.406,29.00,36,168.00,4.30,6.50,3.84,1200.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Muito Bom"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Pequenas oscilações em provas de velocidade — focar trabalho técnico de saída e aceleração.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
26ca8260-1bbf-494d-a1c8-d9dc09581b9b,07cc7290-5d3f-421b-a514-b21d6a683494,c618edb6-6bbb-44e2-90c1-685401b3cb23,6496fb6b-7c93-4bc8-bb5e-a666ffdae72e,2025-09-19,13,47.30,156.00,155.00,65.50,,19.44,0.420,27.00,31,157.00,3.80,6.85,4.04,1090.00,"{""imc"": ""Excelente"", ""rce"": ""Excelente"", ""abdo"": ""Bom"", ""flex"": ""Fraco"", ""jump"": ""Bom"", ""run6"": ""Razoável"", ""mball"": ""Razoável"", ""sprint"": ""Razoável"", ""square"": ""Fraco""}",Performance acima da média da turma. Indicado encaminhamento para grupo de alto rendimento.,,2026-06-19 09:12:14.107688+00,2026-06-19 20:55:38.136676+00,,,,t
